word_cat,last_date,word_itself,en,tr,correct_count
w,2023-01-03, weggehen,walk away,uzaklaþmak,0
s,2023-01-03, da sieht der Prinz sie,Then the prince sees her,Sonra prens onu görür,0
w,2023-01-03, lassen,leave,ayrýlmak,0
s,2023-01-03, ých warte schon die ganze Zeit auf sie,ých has been waiting for you all the time,Ben her zaman seni bekliyor,0
w,2023-01-03, bçse,Bçse,Bükülme,0
w,2023-01-03, böse,evil,fenalýk,0
w,2023-01-03, ansehen,look at,bakmak,0
w,2023-01-03, reden,rode,Binmek,0
s,2023-01-03, jeder Ball ist irgendwann zu Ende ,Every ball will end at some point,Her top bir noktada bitecek,0
w,2023-01-03, irgendwann,Sometime,Bazen,0
w,2023-01-03, allein,alone,yalnýz,0
s,2023-01-03, auf der grossen Treppe vor dem Schloss,On the large stairs in front of the castle,Kalenin önündeki büyük merdivenlerde,0
s,2023-01-03, zu den Mýllýonen Sternen,To the Mýllýon stars,Milýon yýldýzlarýna,0
w,2023-01-03, vorbei,over,üzerinde,0
w,2023-01-03, der Traum,the dream,rüya,0
w,2023-01-03, der Stern,the star,Yýldýz,0
w,2023-01-03, das Erinnern,Reminiscent,Hatýrlatan,0
s,2023-01-03, wie wir uns an deö Haenden gehalten und in die Augen gesehen haben,How we kept each other and looked into our eyes,Birbirimizi nasýl tuttuk ve gözlerimize baktýk,0
w,2023-01-03, weggelaufen,Run away,Kaçmak,0
w,2023-01-03, vorbereitet,prepared,hazýrlanmýþ,0
w,2023-01-03, das Pech,The bad luck,Kötü Þans,0
w,2023-01-03, gestrichen,painted,boyalý,0
s,2023-01-03, achtet nþcht darauf,pay attention to it,Buna dikkat et,0
s,2023-01-03, achtet nicht darauf,Don't pay attention to it,Buna dikkat etmeyin,0
w,2023-01-03, verlieren,lose,kaybetmek,0
s,2023-01-03, und den halt er sich nun,And now he's stopping,Ve þimdi duruyor,0
s,2023-01-03, wenn er passt habe ich meine Braut gefunden,When it fits I found my bride,Uygunken gelinimi buldum,0
s,2023-01-03, ich bringe ihn zu meinen Töchtern,I take him to my daughters,Onu kýzlarýma götürüyorum,0
w,2023-01-03, zwerst,dwarf,cüce,0
w,2023-01-03, die Tochter,the daughter,kýz,0
w,2023-01-03, das Augen,the eyes,gözler,0
w,2023-01-03, die Zehe,the toe,ayak parmaðý,0
s,2023-01-03, für ihre grosse Zehe ist nicht genug Platz,There is not enough space for her big toe,Ayak baþparmaðý için yeterli alan yok,0
w,2023-01-03, genug,enough,yeterli,0
w,2023-01-03, der Platz,the space,boþluk,0
w,2023-01-03, abschneiden,cut off,ayýrmak,0
s,2023-01-03, deine Diener können dich tragen,Your servants can wear you,Hizmetkarlarýnýz seni giyebilir,0
w,2023-01-03, der fuss,the foot,ayak,0
w,2023-01-03, der Dieenr,The Dieenr,Dieenr,0
w,2023-01-03, der Diener,the servant,hizmetçi,0
w,2023-01-03, zeigt,shows,þov,0
w,2023-01-03, zeigen,demonstrate,göstermek,0
w,2023-01-03, das Grab,the grave,mezar,0
s,2023-01-04, er hat gerade von grossen Knochen,He just has big bones,Sadece büyük kemikleri var,0
w,2023-01-04, der Kncohen,the bone,kemik,0
w,2023-01-04, träumen ,dream,rüya,0
w,2023-01-04, ärgern ,annoy,sinir etmek,0
w,2023-01-04, beißen ,bite,lokma,0
w,2023-01-04, das Bein,the leg,bacak,0
w,2023-01-04, der Hinterfuß,The hind foot,Arka ayak,0
s,2023-01-04, vom Dach schreit der Hahn extra laut,The rooster screams out of the roof,Horoz çatýdan çýðlýk atýyor,0
w,2023-01-04, das Dach,the roof,çatý,0
s,2023-01-04, der Rauber weiss nicht mehr wo oben oder unten ist wo links oder rechts,The Rauber no longer knows where to be up or down where on the left or right,Rauber artýk solda veya saðda nerede yukarý veya aþaðý olacaðýný bilmiyor,0
w,2023-01-04, der Räuber,the robber,soyguncu,0
s,2023-01-05, er lauft und lauft bis er bei seinen Rauberfreunden ist,He runs and runs until he is with his Rauberfreunde,Rauberfreunde ile olana kadar koþar ve koþar,0
w,2023-01-05, die Hexe,the witch,cadý,0
w,2023-01-05, zerkratzen,scratch,kaþýmak,0
w,2023-01-05, das Messer,the knife,býçak,0
w,2023-01-05, gestochen,stung,bükmek,0
w,2023-01-05, auf dem Hof,in the yard,bahçede,0
w,2023-01-05, ein schwarzes Monster,A black monster,Siyah bir canavar,0
w,2023-01-05, das Monster,the monster,canavar,0
w,2023-01-05, am schlimmsten,worst,en kötüsü,0
w,2023-01-05, rufen,call,Arama,0
w,2023-01-05, gerufen,called,isminde,0
w,2023-01-05, der Dieb,the thief,hýrsýz,0
w,2023-01-05, sondern,Then what,Sonra ne,0
w,2023-01-05, am schoenen Sommerabenden,On the nice summer evenings,Güzel yaz akþamlarý,0
w,2023-01-05, das Rotkäppchen,The Little Red Riding Hood,Küçük kýrmýzý sürüþ baþlýðý,0
s,2023-01-05, jeden mag sie aber ganz besonders lieb hat die Grossmutter das Kind,But everyone likes to love the grandmother of the child,Ama herkes çocuðun büyükannesini sevmeyi sever,0
w,2023-01-05, das kind,the child,çocuk,0
w,2023-01-05, die Kappe,the cap,þapka,0
w,2023-01-05, tragen,carry,Taþýmak,0
s,2023-01-05, nennen sie alle nur Rotkaeppchen,All name all just red -kaeppchen,Hepsi Just Red -Kaeppchen,0
w,2023-01-05, nennen,to name,adýna,0
w,2023-01-05, eineges Tages,one day,Bir gün,0
w,2023-01-05, werden,will,irade,0
s,2023-01-05, sprich mit Keinem Fremden,talk to no stranger,Yabancý ile konuþ,0
w,2023-01-05, fremden,strange,garip,0
w,2023-01-05, die Fremde,the stranger,yabancý,0
w,2023-01-05, gefährlich,dangerous,tehlikeli,0
w,2023-01-05, nämlich,namely,yani,0
s,2023-01-05, ich passe schon auf,I'm already taking care of,Zaten ilgileniyorum,0
w,2023-01-05, aufpassen,watch out,dikkat et,0
w,2023-01-05, der Vogel,the bird,kuþ,0
w,2023-01-05, freuen,looking forward,ileriye dönük,0
w,2023-01-05, bei der Oma,at the Grandma,Büyükannede,0
w,2023-01-05, der Wolf,the wolf,Kurt,0
s,2023-01-05, da steht plötzlich der wolf vor ihr,Suddenly the wolf stands in front of her,Aniden kurt onun önünde duruyor,0
w,2023-01-05, der Kuchen,the cake,kek,0
w,2023-01-05, ein liebes Maedchen,A dear girl,Sevgili Bir Kýz,0
s,2023-01-05, sie wird ganz rot,it becomes completely red,tamamen kýrmýzýlaþýyor,0
s,2023-01-05, wirklich ein rettes Maedchen,Really a rescue Maedchen,Gerçekten bir kurtarma maedchen,0
w,2023-01-05, retten ,The Court,Mahkeme,0
w,2023-01-05, riechen,smell,koku,0
w,2023-01-05, das Fressem,The eating,Yeme,0
w,2023-01-05, das Fressen,the food,yemek,0
w,2023-01-05, später,later,sonra,0
w,2023-01-05, erst später,later,sonra,0
w,2023-01-05, gleich,same,ayný,0
s,2023-01-05, sei klug friss die Kleine erst später,Be cleverly eat the little one later,Küçük olaný daha sonra akýllýca yiyin,0
s,2023-01-05, wenn du es richtig machst kannst du beide bekommen die Alte und das Madchen,If you do it right you can both get the old and the girl,Eðer doðru yaparsan hem yaþlý hem de kýzý alabilirsiniz,0
s,2023-01-05, hol sie die doch,get them,yakalayýn þunlarý,0
w,2023-01-05, holen,to fetch,getirmek için,0
w,2023-01-05, sicher ,secure,kesinlikle,0
s,2023-01-05, deine Grossmutter freut sich sicher wenn du ihr Blumen mitbringst,Your grandmother is sure to be happy if you bring her flowers,Çiçeklerini getirirsen büyükannen mutlu olacak,0
w,2023-01-05, pflücken,pick,seçmek,0
w,2023-01-05, abgehen,go off,gidip gelmek,0
w,2023-01-05, kaum,races,yarýþlar,0
s,2023-01-05, tiefer im wald,deeper in the forest,ormanda daha derin,0
w,2023-01-05, tiefer,deeper,Daha derine,0
s,2023-01-05, die sieht noch veil schöner aus sie lauft hin,It looks even nicer she runs down,Kaçýyor daha da güzel görünüyor,0
w,2023-01-05, schnell,fast,hýzlý,0
w,2023-01-05, klopft an der Tür,knock on the door,kapýyý çalmak,0
w,2023-01-05, die Stimmer,The vitmer,Hitmer,0
w,2023-01-05, die Stimme,the voice,ses,0
w,2023-01-05, höher,higher,daha yüksek,0
s,2023-01-05, Halt du bist ja gar nicht,You're not at all,Sen hiç deðilsin,0
s,2023-01-05, mehr kann die alte Frau nicht sagen du hat der Wolf sie schon gefressen,The old woman can't say more you have already eaten her,Yaþlý kadýn onu zaten yediðin daha fazlasýný söyleyemez,0
w,2023-01-05, trocken,dry,kuru,0
w,2023-01-05, ein bisschen trocken,A little dry,Biraz kuru,0
w,2023-01-05, besser als nicht,better than nothing,hiç yoktan iyidir,0
w,2023-01-05, anziehen,attract,cezbetmek,0
s,2023-01-05, Warte auf das Dessert,Wait for the dessert,Tatlý için bekle,0
w,2023-01-05, das Dessert,the dessert,tatlý,0
w,2023-01-05, gesammelt,collected,toplanmýþ,0
s,2023-01-05, sammeln,collect,toplamak,0
s,2023-01-05, Bald ist sie bei Grossmutters Haus,Soon she will be at Grossmutter's house,Yakýnda Grossmutter'ýn evinde olacak,0
s,2023-01-05, Die ist doch sonst immer zu,Otherwise it is always closed,Aksi takdirde her zaman kapalýdýr,0
w,2023-01-05, vorsichtig,careful,dikkatli olmak,0
w,2023-01-05, die Mütze,the cap,þapka,0
w,2023-01-05, das Tief,the deep,derin,0
w,2023-01-05, ziehen,drag,sürüklemek,0
w,2023-01-05, das Ohr,the ear,kulak,0
w,2023-01-05, die Uhr,the clock,saat,0
s,2023-01-05, ich dich besse hören kann,I can hear you better,Seni daha iyi duyabiliyorum,0
w,2023-01-05, äugen ,Electory,Seçme,0
w,2023-01-05, das Auge,the eye,göz,0
w,2023-01-05, lachen,laugh,kahkaha,0
w,2023-01-05, einzigen Bissen,only bite,Sadece ýsýrýk,0
w,2023-01-05, einzig,only,bir tek,0
w,2023-01-05, der Bissen,the bite,Isýrýk,0
s,2023-01-05, das hast du gut gemacht,You did well,Ýyi yaptýn,0
s,2023-01-05, die süsse Kleine war besonders lecker,The sweet little one was particularly tasty,Tatlý küçük olan özellikle lezzetliydi,0
s,2023-01-05, er legt sich wieder ins Bett,He goes back to bed,Yataða geri dönüyor,0
w,2023-01-05, ads Bett,ads Bett,Reklamlar Bett,0
w,2023-01-05, legen,place,yer,0
w,2023-01-05, ausruhen,relax,rahatlamak,0
w,2023-01-05, zumachen,close,kapat,0
s,2023-01-05, er macht die Augen zu,He closes his eyes,Gözlerini kapatýyor,0
w,2023-01-05, der Jaeger,the hunter,Avcý,0
s,2023-01-05, ein wenig spaeter geht der Jaeger am Haus vorbei,The Jaeger passes the house a little later,Jaeger evi biraz sonra geçer,0
w,2023-01-05, böse,evil,fenalýk,0
w,2023-01-05, schlimmes,bad,kötü,0
s,2023-01-05, was ist denn hier loss,What's going on here,Burada neler oluyor,0
w,2023-01-05, der Löss,The loess,Loess,0
s,2023-01-05, Im Haus hört er jemanden laut schnarchen,In the house he hears someone loudly snoring,Evde yüksek sesle horlayan birini duyar,0
w,2023-01-05, schnarchen,snoring,horlama,0
s,2023-01-05, er geht leise,He goes quietly,Sessizce gidiyor,0
s,2023-01-05, habe ich dich endlich,I finally have you,Sonunda sana var,0
w,2023-01-05, erschiessen,shoot,film çekmek,0
w,2023-01-05, bewegt,emotional,duygusal,0
w,2023-01-05, bewegen,move,hareket,0
w,2023-01-05, der Bauch,the belly,karýn,0
w,2023-01-05, aufschneiden,cut open,kesip açmak,0
w,2023-01-05, heraus,out,dýþarý,0
s,2023-01-05, schrecklich dunkel im Bauch,terribly dark in the stomach,Midede çok karanlýk,0
s,2023-01-05, sie nimmt ihre Enkelin in die Arme,She takes her granddaughter in her arms,Torunu kollarýna alýyor,0
w,2023-01-05, die Enkelin,the granddaughter,Torun,0
w,2023-01-05, der Enkel,there simple,orada basit,0
w,2023-01-05, der Stein,the stone,taþ,0
w,2023-01-05, nähen,sew,dikmek,0
s,2023-01-05, dann näht der Jager ihn wieder zu,Then the hunter sews him again,Sonra avcý onu tekrar dikti,0
w,2023-01-05, zunähen,to sew,dikmek,0
w,2023-01-05, aufwachen,awaken,uyanmak,0
w,2023-01-05, einen vollen Bauch,a full stomach,Tam Mide,0
w,2023-01-05, denken,think,düþünmek,0
w,2023-01-05, gedacht,thought,düþünce,0
w,2023-01-05, schwer,heavy,aðýr,0
w,2023-01-05, der Durst,the thirst,susuzluk,0
w,2023-01-05, der Brunnen,the fountain,Çeþme,0
w,2023-01-05, sterben,to die,ölmek,0
s,2023-01-05, sie bleiben doch ein bisschen,You stay a bit,Biraz kalýyorsun,0
w,2023-01-05, tot,until,a kadar,0
w,2023-01-05, erwaschsen,get up,kalkmak,0
w,2023-01-05, das Erwachsensein,The adulthood,Yetiþkinlik,0
w,2023-01-05, hiesse Schokolade,Name chocolate,Adý Çikolata,0
w,2023-01-05, bekommen,receive,almak,0
s,2023-01-05, raum mein Zimmerauf,space my room,Uzay benim odam,0
s,2023-01-05, so geht es den ganzen Tag,This is how it works all day,Bütün gün böyle çalýþýyor,0
w,2023-01-05, früher,previously,Önceden,0
w,2023-01-05, ein kleines Madchen,A little girl,Küçük bir kýz,0
w,2023-01-05, krank geworden,became ill,hasta olmak,0
w,2023-01-05, werden,will,irade,0
w,2023-01-05, sterben,to die,ölmek,0
w,2023-01-05, heiraten,to marry,evlenmek,0
w,2023-01-05, die Tochter,the daughter,kýz,0
w,2023-01-05, mitbringen,bring along,beraberinde getirmek,0
w,2023-01-05, zusehen,watch,izlemek,0
w,2023-01-05, die Asche,the ash,kül,0
s,2023-01-05, sie muss in der Kirche schlafen,She has to sleep in the church,Kilisede uyumasý gerekiyor,0
w,2023-01-05, die Kirche,the church,kilise,0
w,2023-01-05, die Küche,the kitchen,mutfak,0
w,2023-01-05, der Schmutz,the dirt,kir,0
w,2023-01-05, schmutzig,dirty,kirli,0
w,2023-01-05, überall,all over,baþtan,0
w,2023-01-05, lachen,laugh,kahkaha,0
s,2023-01-05, die Madchen tanzen um sie herum und lachen,The girls dance around them and laugh,Kýzlar etraflarýnda dans eder ve gülür,0
w,2023-01-05, reisen,to travel,seyahat etmek,0
w,2023-01-05, die Reise,the trip,yolculuk,0
w,2023-01-05, auf Reisen,to travel,seyahat etmek,0
s,2023-01-05, selten zu Hause,rarely at home,nadiren evde,0
w,2023-01-05, selten,Rare,Nadir,0
w,2023-01-05, das Geheimnis,the secret,sýr,0
w,2023-01-05, der Tod,the death,ölüm,0
s,2023-01-05, ich sterbe bald,I'll die soon,Yakýnda öleceðim,0
w,2023-01-05, lassen,to let,izin vermek,0
w,2023-01-05, allein,alone,yalnýz,0
w,2023-05-19, buch,buch,buch,0
w,2023-05-21, das buch,the book,kitap,0
w,2023-05-21, allein,alone,yalnız,0
